id,words
36226,"Thriller, Drama, castle, mute, game, crutches, cheat on wife"
60531,"Drama, Thriller, Foreign"
13021,"Comedy, Romance"
16007,"Fantasy, Mystery, Thriller, manga"
158800,"Comedy, Family, Drama, japanese, widow, business man, widower"
18035,"Comedy, Romance, pig, road trip, independent film, hitchhiker, intern"
43253,"Thriller, Western, bet, ransom, horse, outlaw, stagecoach, newlywed"
14820,"Comedy, Drama, suicide, wheelchair, vietnam, biography, based on true story, independent film, disability"
6687,"Thriller, Crime, Mystery, china, married couple, backpacker, firearm, police, travel, snow, blood, cowardliness, train, drug, killer, siberia, moscow, trans-siberian railway"
11802,"Animation, Family, space marine, chimp, space, aftercreditsstinger"
2002,"Drama, Romance, love triangle, loss of lover, lover (female), ancien régime, aristocrat, woman director"
78527,Documentary
12914,"Adventure, Science Fiction, space travel, time travel, spaceship, alien, alien invasion, changing history"
13183,"Action, Mystery, Science Fiction, dc comics, secret identity, mass murder, retirement, based on comic, conspiracy, nuclear war, doomsday, soviet, masked vigilante, doomsday clock, red square, death of superhero, american president, 1980s"
116333,"War, Action"
13255,"Drama, Action, Thriller, Mystery"
14154,"Science Fiction, Drama, Thriller, bomb, washington d.c., computer, sequel, death of father, nuclear threat, reference to facebook, warcraft, defcon"
32666,"Comedy, Documentary"
80523,"Documentary, woman director"
12247,"Drama, Thriller, brother brother relationship, loss of father, arkansas"
22100,"Comedy, Romance"
19244,"Crime, Documentary, alcohol, smoking, war on drugs, drug addiction, cocaine, gangster boss, victim of murder, drug scene, murder, marijuana, killer, hoodlum"
32008,"Action, Crime, Drama, Thriller, new york, hitman"
13012,"Action, Crime, Drama, prison, fight, court, murder, inmate, break in, prison riot, tear gas, neo nazi, san quentin, aryan, tatoo"
12133,"Comedy, becoming an adult, autonomy, childhood trauma, hostility, step brother, slacker, man child, aftercreditsstinger, duringcreditsstinger"
12568,"Drama, Romance, england, brother sister relationship, new love, castle, studies, innocence, loss, oxford, nobility"
8836,"Drama, Mystery, Science Fiction, Thriller, extraterrestrial technology, fbi, alien, fbi agent, duringcreditsstinger"
13259,"Documentary, high school, teen angst, woman director"
14048,"Thriller, Documentary, Crime, History, judge, juggler, passion, reality, street artist, jail, independent film, fame, hiding, tower"
12270,Documentary
18846,"Animation, Family, holiday, orphan, based on song, poem or rhyme"
10898,"Family, Animation, dream, fairy tale, mermaid, underwater city"
13541,"Comedy, Fantasy, TV Movie, based on novel, university, discworld"
11910,"Drama, Fantasy, santa claus, gift, disguise, death"
17245,"Horror, infection, zombie"
30112,"Drama, Foreign, Romance, rape, extortion, illegal prostitution, woman director"
12192,"Crime, Horror, Thriller, female nudity, pathology, student of medicine, extortion, drug use, game, cadaver, perfect murder"
70846,"Drama, Comedy, Foreign, camera"
16725,"Drama, bullying, independent film, violence"
117129,"Comedy, Foreign, Drama"
15865,"Thriller, Drama, slum, mexico, robbery, militia, vigilante, murder, escape, crime, violence, neighborhood, compound"
4140,"Documentary, underdog, himalaya, mountain, blindness and impaired vision, tibet, mountaineer, himalaja, climbing, teacher, snow, student, woman director, mount everest"
14061,"Drama, History, Romance, biography, poet"
85685,"Drama, silent film, reform school"
43680,"Drama, Comedy, Science Fiction"
16700,"Comedy, Drama"
167928,Drama
1735,"Adventure, Action, Fantasy"
10187,"Drama, Comedy, usa president, presidential election, fox news"
10185,"Mystery, Drama, Crime, Thriller, Horror, photographer, butcher, vegetarian, midnight, blood splatter, gore, stalking, diner, decapitation, blood, violence, subway train, very little dialogue"
10183,"Drama, human trafficking, woman director"
31082,"Comedy, independent film, 1960s"
13996,"Comedy, Drama, wine garden, wine, winzer"
5038,"Drama, Romance, barcelona spain, menage a trois, author"
13851,"Animation, Action, Adventure, dc comics, anthology, super powers"
19877,"Action, Animation, Drama, Science Fiction, Thriller, killing, martial arts, post-apocalyptic, fighter, nuclear holocaust, blood"
46871,"Drama, religion, little girl, asian, vancouver, woman director"
28273,Drama
15859,"Drama, Romance, alzheimer's disease, love tested"
31922,"Action, Thriller, Romance, italy, journalist, 1970s, politics, suspense, brigade, brigate rosse, red brigade"
14654,"Comedy, Drama"
13251,"Crime, Drama, Mystery, gay, senate, senator, bartender, cover-up, murder"
1661,"Drama, Comedy, farewell, intensive care, kicker, stetson, elvis, friendship, road movie"
41245,"Drama, suicide, martial law, reunion, interrogation, south korea, student protest, friend"
10189,"Action, Comedy, smoking, marijuana, stoner, roach, lollipop, painting toenails, radio call in show, driving through a wall, seed, reference to pandora's box"
12289,"Adventure, Drama, Action, flaming arrow, chinese history, strategy, carrier pigeon, spear throwing, wall of fire, white dove, casualty of war, arrow in back, chinese tradition, chinese painting, broken arrow"
45579,"Comedy, Romance, choking, movie star, talent search"
15069,"Crime, Drama, Horror, Thriller, detective, chase, investigation, police, psychopath, revenge, blood, slasher, torture, violence, drug, death, evil, neo-noir"
2012,"Drama, mexico, village life, family's daily life, courtly life, peasant, mennonites, independent film, parallel world"
18056,"Action, Thriller"
18803,"Comedy, Drama, Romance, independent film, woman director"
10188,"Adventure, Comedy, Drama, Family, female friendship, best friend, summer vacation, woman director, young adult"
13300,"Action, Thriller, exploitation, biker, independent film, grindhouse"
11671,"Drama, Romance, sexual attraction, cuban, critic, hedonism, possessiveness, woman director"
63474,Comedy
15570,Documentary
155796,"Romance, Drama"
15208,"Drama, Fantasy, sex, legend, countess"
15662,"Mystery, Drama, Thriller, independent film"
22029,"Action, Crime, Drama, independent film, blaxploitation"
13649,"Comedy, Drama, Family, Music, musical, music, summer, teenager, summer job, country club"
7446,"Action, Comedy, film making, satire, jungle, movie star, southeast asia, land mine, shackles, war filmmaking, duringcreditsstinger, blackface, method acting"
14878,"Action, Horror, Science Fiction, Thriller, afghanistan"
12180,"Thriller, Animation, Action, Science Fiction, Adventure, Fantasy, android, jedi, sith, 3d, clone army, separatists"
13107,"Comedy, Drama, depression, miracle, graffiti, house, faith, terminal illness, dying man, loneliness, independent film, neighbor, spirituality, tape recorder, photograph"
29568,"Drama, Foreign, Romance"
13256,"Action, Adventure, Horror, Science Fiction, mutant, faith, soldier"
13436,"Mystery, Comedy, Horror, Thriller, Crime, Drama, politics, based on comic, dark comedy, debt"
8885,"Drama, Animation, War, israel, palestine, middle east, lebanon, nightmare, middle east conflict"
13310,"Horror, Drama, female nudity, vampire, castration, bullying, child vampire, murder, bully, androgyny, new neighbor, young love, swedish"
12621,"Comedy, Music, music teacher, musical, theatre milieu, high school, latina, teacher, sweat"
10483,"Action, Thriller, Science Fiction, car race, dystopia, matter of life and death, prison guard, car set on fire, escape from prison, exploding building, vehicle combat, car crash, violence"
12620,"Romance, Comedy, virgin, nudity, college, costume, yoga, bikini, party, playboy, jail, sorority, pregnancy, model, car wash, fraternity, pledge"
13579,"Drama, Family"
10186,"Comedy, Music, 1970s, drums, groupie, musical, rock, heavy metal, headbanging"
15320,"Documentary, debt, economics, financial crisis, national debt"
13515,"Horror, Mystery, Thriller, schizophrenia, night watchman, subway, hallucination, alcoholism, ex-cop, possession, morgue, rural setting, medication, demon, psychiatrist, mirror, estranged wife, nypd, evil, newspaper clipping"
5592,"Comedy, Drama, Thriller, weather forecast, tv station, career, wife, rivalry, wealth, author, wedding, extramarital affair"
13956,"Adventure, Fantasy, Animation, Action, Science Fiction, Family, duringcreditsstinger"
60230,"Documentary, screenwriter, biography, mccarthyism"
43389,"Romance, Drama, Music"
31018,"Action, Documentary, Drama, Thriller"
13637,"Adventure, Action, Comedy, Western, Thriller, samurai, remake, pistol"
18116,"Comedy, Documentary, Horror, woman director"
15661,"Comedy, Drama, Thriller, vigilante, dark comedy, independent film"
13564,"Horror, Thriller, haunted house, horror, evil"
14566,"Mystery, Thriller, detective, overweight, sociopath, internet, torture, pervert, obese, gluttony, submission"
14298,"Comedy, Drama, independent film"
4944,"Comedy, Drama, blackmail, paranoia, fitness-training, plastic surgery, autobiography, memory, corpse, divorce, gym, disc, ex priest"
13805,"Action, Comedy, natural disaster, violence, mortal danger, duringcreditsstinger"
9381,"Action, Adventure, Science Fiction, Thriller, submarine, baby, secret, future, mercenary, prosecution, protection, dystopia, moral conflict, smuggling, vision, pregnant, cyberpunk, sect"
13291,"Drama, Action, Thriller, Crime, bomb, prison, alcohol, kidnapping, traitor, delinquent, faith, car bomb, escape, devout"
13991,"Comedy, sexuality, college, girlfriend, vomit, celebration, fraternity, frat party"
22319,"Documentary, hurricane, natural disaster, woman director"
13972,"Comedy, Drama, Romance, beauty salon, divorce, woman director"
16182,"Horror, Mystery, based on novel, haunted house, gothic horror, tv movie"
14771,"Comedy, satire, sketch, cult comedy, comedy team, screwball comedy, d&d"
43040,"Crime, Western, rape, court martial"
15206,"Horror, rome, coffin, sacrifice, urn, cult, paranormal, witches"
8285,"Action, Comedy, Thriller, Crime, Science Fiction, secret identity, robber, mask, frog, based on comic, back from the dead"
118309,"History, Drama"
18539,"Comedy, Drama, georgia, banker, marriage, hillbilly"
21335,"War, Comedy, Music, world war i, satire, anti war"
12165,"Drama, Romance, mexico, independent film, mother daughter relationship"
85574,"Drama, War, prisoners of war"
13184,"Action, Crime, Thriller, assassin, asia, gun, deaf-mute, hitman, bangkok, thailand, strip club, apprentice, video surveillance, remake, murder, betrayal, mafia, shootout, boat chase, explosion, foot chase, killer, gunshot, flashback, motorcycle chase, crisis of conscience"
12818,"Comedy, Romance, italo-american, italian, independent film"
27521,"Drama, War, male nudity, nudity, vietnam, vietnam war, army, soccer, basic training"
13726,Drama
102305,"Drama, farm worker"
35854,"Action, martial arts, shooting, mixed martial arts, child in peril, police officer killed, hong kong, policewoman killing"
14075,"Adventure, Action, Thriller, Crime, hired killer, parent killed, adopted brother, desk sergeant, police interrogation, suicide by cop, massacre survivor, police precinct"
22554,"Comedy, based on play or musical"
18596,"Drama, Thriller, woman director"
26431,"Drama, plutonium, russia, black market, nuclear radiation, terminal illness"
38019,"Drama, Foreign, Romance"
43177,"Action, Drama, Family, Adventure, lassie"
39368,"Thriller, Horror, monster, teenager, eaten alive, virus, h5n1 bird flu"
3865,"Drama, prison, brother brother relationship, father son relationship, love of one's life, impotence, apoplectic stroke, gate keeper, pregnancy"
13484,"Comedy, north carolina, sport, tae kwon do, dark comedy, independent film, insecurity, duringcreditsstinger"
14458,"Horror, Science Fiction, Thriller, sheriff, telepathy, bunker, panic, infection, hysteria, barricade, mind control, woods, revenge, alien, gore, rural setting, creature, corpse, implant, contagion, animal trap"
25795,"Action, Adventure, Crime, Drama, Foreign, Romance, pickpocket"
13389,"Action, Crime, Drama, Thriller, revenge, murder, plot twist, dirty cop"
13279,"Drama, Crime, Thriller, vandalism, harassment, neighbor, house party, shot to death, pregnancy, urination, interracial couple, lapd, air conditioner"
38140,"Action, Adventure, Comedy, Foreign"
3,"Drama, Comedy, salesclerk, helsinki, garbage, independent film"
12797,"Comedy, Fantasy, Romance, dying and death, misanthrope, lecture, cardiopulmonery resuscitation"
8908,"Documentary, sport, professional soccer player, soccer"
15822,"Thriller, Drama, sexual abuse, prisoner, degradation, lawyer, incest"
4998,"Drama, ukraine, pflegeheim, exploitation, independent film, teacher, sexual violence, unsimulated sex, illegal prostitution, unemployment, emigrant"
16456,"Action, Horror, Thriller, black magic, crow, supernatural, based on comic, independent film, redemption, back from the dead, eye gouging, scorpion, satanic cult, righteous rage"
3041,"Drama, Romance, sex, hotel room, secret, flirt, violent husband, one-night stand, bed, striptease, falling in love"
71139,"Drama, Documentary"
41264,"Documentary, africa"
24777,"Horror, Comedy, hotel, los angeles"
20802,"Action, Comedy, Crime, san francisco, police"
47721,Drama
14232,"Comedy, Drama, sex, independent film, drug dealing, student, pursuit, medical student"
14098,"Horror, Thriller, house arrest, haunting, vengeful ghost"
14643,"Drama, Thriller, nudity, boot camp, reality spoof"
30944,"Drama, Science Fiction, atomic bomb, dystopia, australia, remake"
50759,"Drama, independent film"
38226,"Action, Science Fiction, female nudity, space, moon base, astronaut, prison escape"
12690,"Drama, Western, Crime, small town, rancher"
12412,"Drama, War, black people, world war ii, toscana, village, soldier, partisan"
37050,"Comedy, brazilian, comedy"
38311,"Family, Drama"
37776,"Action, Adventure, Animation, Comedy, Family, Horror"
54669,"Drama, War"
73169,Drama
1984,"Drama, Science Fiction, based on novel, television, future, dystopia, big brother, totalitarianism"
38361,"Action, Drama"
73920,"Science Fiction, Drama, post-apocalyptic, strugatsky, nuclear holocaust"
13027,"Mystery, Thriller, Action, artificial intelligence, washington d.c., secret identity, hostage, technology, fbi, pentagon, twin brother, fbi agent"
13092,"Comedy, Romance, Drama, failure, starlet"
25126,Comedy
14326,"Drama, Romance, based on novel, beach, marriage crisis, north carolina, romance, inn, middle age"
50011,"Drama, anger"
12182,"Comedy, Music, Romance, concert, teenager, one night, based on young adult novel, secret location"
14928,"Drama, lesbian relationship, homosexuality"
38616,"Documentary, christian, independent film, religion, business, church, evangelism, evangelist, woman director"
9539,"Horror, Drama, Thriller, child abuse, suffering, revenge, torture chamber, torture, cruelty, new french extremism"
81296,Comedy
46492,"Drama, japan, adultery, dysfunctional marriage, tokyo japan, pregnancy, father-in-law daughter-in-law relationship"
131805,
13200,"Drama, Thriller"
38601,"Music, Documentary"
822,"Music, Drama, suicide, servant, loss of family, country estate, country house, bankrupt, music lover, teacher"
8882,"Drama, Crime, money delivery, gang war, power, mafia boss, camorra, gang, drug, criminal, fashion, financial transactions"
42095,"Comedy, Family, funeral, ritual"
13401,"Comedy, Romance, fictitious marriage, blonde, revenge, beautiful woman, romantic comedy, secretary, wedding, radio host"
20015,"Thriller, Horror, Mystery"
12783,"Drama, History, Romance, england, adultery, duke, gambling debts, marriage crisis"
12683,"Action, Fantasy, Horror, based on video game"
3097,"War, Drama, History, Adventure, Romance, Thriller"
15981,"Science Fiction, Animation, Comedy, Crime, moon, prison, clone, escape from prison, sexual humor, cloning, crazy, robot, criminal, space prison, prisoners"
41666,"Romance, Thriller, love triangle, mexico, falsely accused, chase, police"
14976,"Drama, sister, independent film, maid of honor"
12113,"Action, Drama, Thriller, terror, falsely accused, based on novel, dying and death, jordan, dubai, intelligence agency, beating"
13600,"Adventure, Family, Fantasy, underground world, mayor, adventure, post-apocalyptic, dystopia, puzzle, box, pipeworks"
10078,"Comedy, magic, guillotine, rivalry, best friend"
30266,"Adventure, Drama, Action, Science Fiction, revenge, science fiction"
11874,"Action, Comedy, Western, gunslinger, prison, robbery, bank manager, revenge"
19566,"Documentary, autism, children"
13051,"Action, assassin, based on video game, aftercreditsstinger"
39816,"Drama, Foreign"
10358,"Comedy, pornography, love of one's life, platonic love, pornographic video, best friend, sex comedy, best friends in love, aftercreditsstinger, duringcreditsstinger"
10523,"Drama, History, usa, white house, usa president, george w. bush, president, iraq war"
13596,"Romance, Comedy, date, sex, bar, test, friendship, insult, stripper, blonde, liar, wedding, lap dance, duringcreditsstinger"
56942,"Drama, schizophrenia, england, psychology, asylum, blind, psychiatry, anti-asylum, authoritarianism, repression"
71206,"Action, Western, War"
4960,"Drama, new york, man-woman relation, writer"
120481,"Drama, new england, nuns"
32620,"Drama, Mystery, Thriller, private detective, lew harper"
12837,"Adventure, woman director"
14914,"Drama, biography"
13948,"Comedy, Fantasy, terrorist, parody, documentary filmmaker, sattire"
25142,Drama
7735,"Drama, Thriller, dictator, trainer, classroom, fascism, group dynamics, education, national socialism, training, squatter, anarchist, group, gymnasium, learning and teaching, violence in schools, homepage, social experiment"
14791,"Comedy, Fantasy"
76406,Documentary
101929,"Crime, Drama"
2397,"Action, Science Fiction, spaceman, infiltration, space centre"
12689,"Comedy, Drama, Family, Romance, adolescence, parent child relationship, becoming an adult, puberty, move, precocity, snogging, coming of age, woman director, based on young adult novel"
15935,"Comedy, Thriller, corruption, undercover agent, police"
15450,"Drama, Romance"
25741,"Animation, Family, Adventure, Drama, Fantasy, holiday, christmas"
13812,"Horror, Science Fiction, Thriller, quarantine, remake, tv reporter, found footage, virus"
108634,"Drama, Romance, adolescence, classroom, typhoon"
27361,"Fantasy, Science Fiction, sex, allegory, dream, radio, nudity, reality, brother, sister, war, independent film, apocalypse, violence, family, nature, unicorn, hidden, tyranny"
225614,
13489,"Crime, Drama, Horror, Thriller"
13150,"Thriller, Crime, Drama, megacity, brother-in-law, police"
13414,"Comedy, independent film"
14325,"Drama, american football, college, biography, sport, syracuse university"
41474,"Drama, Action, japan, martial arts, kung fu, assassin, samurai, yakuza, sword, villain, blood splatter, sequel, sword fight, gore, good vs evil, decapitation, blood, duel, martial arts master, violence, martial artist"
41477,"Action, Foreign, japan, assassin, samurai"
16068,"Science Fiction, Adventure, Action"
15289,"Action, Adventure, Science Fiction, babylon"
56295,"Drama, toy, treasure hunt, alcoholism, party, missing girl, band, childhood friends, impersonation, doppelganger, same sex attraction"
13809,"Action, Crime, Thriller, london england, gang leader, money, gang, crime"
34100,
11887,"Comedy, Drama, Family, Music, Romance, musical, music, high school, coming of age, teenager, high school student, duringcreditsstinger"
41073,"Adventure, Drama, mask, highwayman"
83683,"Drama, fashion"
59403,"Drama, Family, Adventure, huckleberry finn"
69299,"Drama, Romance"
13253,"Animation, Comedy, Science Fiction"
114796,"Adventure, Fantasy, Science Fiction"
17800,"Adventure, Drama, Western"
30977,"Family, Adventure, tom sawyer"
10527,"Family, Animation, africa, jealousy, dance, hunger, lion, zoo, hippopotamus, chimp, penguin, volcano, madagascar, airplane, zebra, sequel, shark, imax, duringcreditsstinger"
13506,"Drama, War, History, st. petersburg russia, film history"
53772,"Drama, Comedy, Romance"
8338,"Drama, Mystery, Science Fiction, Thriller, fight, blindness and impaired vision, asylum, leader, society, eye specialist, uprising, doomsday, plague"
3580,"Crime, Drama, Mystery, corruption, mother, nudity, minister, power, public, government, police, reunion, murder, conspiracy, los angeles, missing, mother love, criticism"
36073,"Horror, female killer, gore, bodily dismemberment"
20766,"Adventure, Drama, post-apocalyptic, dystopia, paternity, duringcreditsstinger"
12405,"Drama, Romance, slum, indian lead, cheating, suspicion, game show, orphan, duringcreditsstinger"
10764,"Adventure, Action, Thriller, Crime, killing, undercover, secret agent, british secret service"
18548,"Comedy, independent film, woman director"
4701,"Drama, History, Romance, french revolution, guillotine"
15373,"Comedy, camping, campsite, big brother, friends, community service, kids, duringcreditsstinger"
120828,"Western, silent film, train robbery"
173634,"Western, Comedy, sheriff, ranch, three stooges"
8938,"Romance, Drama, anthology"
16061,"Adventure, Horror, Action, Science Fiction, mutant, police chief, engineer, blood splatter, remake, revenge, engineering, head wound, japanese cyberpunk, crooked cops, wounds to weapons"
73059,"War, world war ii, partisan"
16166,"Horror, border, russian, ritual, village, redemption, gothic horror, post war, medieval, orthodox, 16th century"
2588,"Comedy, Drama, madrid, life planning, hypnosis, arts and culture, ibiza, youth"
13672,"Drama, Action, Comedy, Crime, gun held to head"
47184,"Drama, based on novel, marriage, meal, unhappiness"
158959,
44283,"Family, Animation, prince, musical, dragon, based on fairy tale"
42884,"TV Movie, Family, Fantasy, Music, Romance, cinderella, musical, rodgers & hammerstei"
215471,"Western, Comedy, three stooges"
13516,"Documentary, presidential elections"
14943,Action
19147,"Comedy, Drama, brazil, regionalism"
96395,"Drama, Romance, Western, water, engineer, wasteland, desert, silent film, land developer, irrigation"
52561,"Comedy, Crime, Drama, mistaken identity, screwball comedy, milquetoast"
42664,"Drama, History, Romance, War, Adventure, warlord"
4627,"Action, Fantasy, Horror, apprentice, mill, middle ages, raven"
43052,"Drama, rape, sweden, elementary school, teenage girl, rape victim, teen movie, gang rape"
21501,"Drama, Family, holiday, christmas"
16882,"Horror, Mystery, videoband, army"
127257,"Drama, Romance, Foreign"
49355,"Drama, Action, Foreign"
13655,"Comedy, Drama, Family, Music, TV Movie, rock star, summer camp, aspiring singer, camp, singing, summer, teenager, lying, teenage romance"
13905,"Action, Comedy, Romance, Science Fiction, Thriller, adventure, farscape, miniseries"
11917,"Horror, Thriller, Crime, blood splatter, serial killer, pig mask, nazi, jigsaw, swastika tattoo"
8892,"Drama, Comedy, christmas party, banishment, family secrets, transplant, bone marrow transplant"
12525,"Comedy, Horror, Science Fiction, Thriller, female nudity, shower, nudity, future, hologram, sequel, alien, independent film, outer space, explosion, trapped in space"
82519,Drama
13523,"Comedy, Adventure, Romance, sex, jealousy, virgin, nudity, community, friendship, high school, road trip, friends, romance, redneck, loss of virginity, hitchhiker, teen movie, boyfriend, pickup, knoxville"
14655,"Comedy, Music, duringcreditsstinger"
15749,"Action, Adventure, Drama, Horror, Thriller, suspense, survival"
22358,Drama
14405,"Adventure, Comedy, Family, dog dirt, chihuahua, pinata, potted plant, duringcreditsstinger"
43985,"Music, Drama, Comedy"
20065,"Comedy, Drama, Romance, independent film"
14089,"Music, Science Fiction, musical, martian, the flaming lips, christmas"
208385,
84050,"Drama, Romance, marseille, wife husband relationship, love, voyage"
9999,"Crime, Drama, rape, ex-detainee, psychological abuse, falling in love"
17099,"Foreign, Action, Drama, japan, samurai, investigation, torture, shogun, feudal japan"
58570,"Action, Drama, Foreign, Thriller"
29452,"Drama, Science Fiction, japanese new wave"
125749,"Action, miracle, religion, swashbuckler, gaucho"
111759,"Western, Adventure, Romance"
8905,"Drama, Thriller, istanbul, hit-and-run driving , family relationships, cheat on husband"
3520,"Drama, Comedy, officer, nato, extramarital affair"
43372,"Comedy, Drama, satire"
88435,"Thriller, Drama, Action, yakuza, japanese new wave"
77650,"Drama, Romance, bullfighter"
17704,"Documentary, ocean, whale, wildlife, imax, science, oceanography, short"
36571,"Action, War, prisoner, world war ii, nazis, army, sequel, soldier, convict, tv movie, assassination plan"
36572,"War, Action, nazis, sequel, french resistance, soldier, monastery, tv movie"
37327,"Action, Western, native american, cowboy, mormon, san juana valley, pre-credit sequence"
28684,Horror
8841,"Drama, paris, socially deprived family, literature, illegal immigration, immigrant, education, boredom, class society, violence in schools, republicanism, diversity, teacher, school, school life, teachers and students"
54615,Comedy
13220,"Horror, Thriller, alien infection"
16509,Documentary
34867,"Drama, Horror, Crime, Thriller, History, cult leader"
10565,"Drama, dual identity, identity, brothel, home, identity crisis, german-turkish living together, boy gang"
6972,"Drama, missionary, world war ii, ranch, australia, british, racist, cattle drive, aftercreditsstinger, stampede, waltzing matilda, trampled to death"
13053,"Animation, Family, Adventure, Comedy, hamster, kids and family, animal, cat vs dog, duringcreditsstinger, dog cat friendship, animal lead, girl dog relationship"
32862,"Horror, nazis, mad scientist, zombie"
10139,"History, Drama, gay, san francisco, homophobia, mayor, biography, politics, politician, election campaign, homosexuality, morality, election, candlelight vigil, mayoral campaign"
29320,"Horror, Science Fiction, revenge, scientist, criminal, miniature people"
8966,"Adventure, Fantasy, Drama, Romance, soulmates, vampire, forbidden love, immortality, trust, desire, duringcreditsstinger, woman director, interspecies romance, based on young adult novel, fang vamp"
16342,"Horror, Mystery, Thriller, supernatural, children"
13387,"Action, Adventure, Thriller, Crime"
12193,"Comedy, Romance, Drama, holiday, romantic comedy, dysfunctional family, christmas"
14574,"War, Drama, nationalism, concentration camp, world war ii, gas chamber, nazis, concentration camp prisoner"
10900,"Horror, Thriller, Mystery, mass murder, camera, dying and death, sadism, lovers, investigation, police, murder, independent film, series of murders, extreme violence, drug, witness to murder, surveillance, fbi agent, woman director, murder hunt"
56256,"Crime, Drama, romanian new wave"
14438,"Drama, father son relationship, fire, firemen, christian, advice, marriage, faith, christian film, dysfunctional marriage, religious conversion, hospital"
14248,"Animation, Comedy, Family, Fantasy, experiment, evil genius"
20919,"Horror, slaughter"
12224,"Action, Adventure, Family, Fantasy, Science Fiction, island, dinosaur"
10360,"Drama, History, prison, prisoner, hunger, hunger strike, northern ireland"
14299,"Drama, History, Music, woman director"
13056,"Action, Crime, broken neck, fbi agent, wall safe, trashed house, aerial shot, military dress uniform, vanity, flare, woman director"
15026,"Action, Fantasy, Science Fiction, tokusatsu"
13793,"Drama, nudity, funeral, past, spectacle"
35790,"Drama, Romance"
38831,"Romance, Drama"
45838,"Comedy, bellhop  , silent film"
13394,"Adventure, Animation, Comedy, Fantasy, Family, holiday, based on novel, cat, fairy tale, donkey, christmas tree, cartoon, shrek"
2574,"Romance, Drama, free love, daily life, car breakdown, women's sexual identity, self-awareness, self-discovery, seduction, selbf-doubt, lover, moonlight, independent film"
72495,"Drama, Fantasy, Mystery, woman director"
34283,"Documentary, woman director"
114390,Documentary
85844,"Romance, Drama, Thriller, prostitution, post war japan"
14447,"Animation, Comedy, Family, bakery, love, murder, mystery"
17157,"Drama, Family"
1964,"Drama, barcelona spain, love triangle, airport, car race, stewardess, insurance salesman, basement garage, friendship"
44626,"Drama, Thriller, Crime, Romance, magic, police standoff, film noir"
65502,"Thriller, Drama, Comedy, melodrama, 1930s"
17912,"TV Movie, Comedy, Drama, Music, musical, drama, dysfunctional family, based on play or musical, domineering mother"
43962,"Adventure, Drama, world war ii"
28148,"Horror, Action, revenge, ninja, possessed"
93260,"Documentary, War, woman director"
109539,"Comedy, Drama, Western, dancing, judge, small town, kentucky, election, yankee"
116973,"Adventure, Mystery"
74485,Documentary
174122,"Drama, dallas, dallas texas"
200311,
10200,"Drama, Science Fiction, Thriller, extraterrestrial technology, spacecraft, ultimatum, evacuation, panic, government, remake, ufo, alien, end of the world, giant robot, tank, social commentary, power outage, interrogation, environmentalism, threat, alien contact, central park, messenger, nanobots, disintegration"
8881,"Drama, History, War, che guevara"
8880,"Drama, History, War, biography, che guevara, bolivian army, la paz, bolivia"
11127,"Adventure, Science Fiction, Action, starships, space marine, melodrama, marauder"
18117,"Comedy, Drama, england, new zealand, independent film"
109711,"Crime, Drama, law, law professor"
18926,"Crime, Drama, corruption, confession, war veteran, based on true story, murder, interrogation, film noir, under duress, courtroom drama, manhunt, police lineup, episcopal priest"
86782,"Drama, ambition, big business, new york city"
25852,"Comedy, Drama, Romance, independent film"
39407,"Horror, Thriller, suspense"
39409,"Horror, Thriller, dungeon"
37584,woman director
14359,"Drama, Mystery, sexual abuse, boy, wine, gift, janitor, singing, pedophile, gossip, compassion, tolerance, 1960s"
19486,"Action, Comedy, Science Fiction, cyborg, earthquake, time travel"
126754,"Thriller, Horror, Mystery, Romance"
13223,"Drama, rape, war veteran, immigration, priest, gang, old man, teenager, gangster, detroit, widower, car, hmong"
11499,"Drama, History, camera, lie, scandal, watergate scandal, richard nixon, reporter, writer"
8055,"Drama, Romance, germany, war crimes, trial, female prisoner, teenager, law student, teenage sexuality, older woman younger man relationship, teenage sex, affair"
3054,"Action, Comedy, Thriller, duringcreditsstinger, matt helm"
14072,"Comedy, Drama, Romance, double role, bollywood"
20542,"Adventure, Fantasy, Animation, Comedy, Science Fiction, Family"
12449,"Mystery, Thriller, Crime"
5816,"Comedy, loss of lover, wife husband relationship, netherlands, lover (female), restaurant, lovers, relationship problems, little boy, author"
13980,"Adventure, Action, Animation, swordsman, espionage, dog"
8276,"Drama, prison, sister sister relationship, nightclub, release from prison, nancy, doctor, visit, death, physician, campfire"
61751,"Comedy, unsimulated sex"
11321,"Drama, vegetarian, tax collector, pianist, blind, organ transplant, blood type"
52615,"Action, Drama, Science Fiction, TV Movie, disaster film"
41966,"Horror, Thriller, female nudity, based on novel, birthday, nudity, police, murder, dysfunctional family, independent film, blood, dummy, doctor, car accident, psychological horror, ventriloquism, canuxploitation"
89453,
120862,"Comedy, Drama, Romance, butler, new york city"
42655,"Science Fiction, Romance"
12163,"Drama, Romance, supermarket, heart attack, ambition, daughter, wrestling, sport, stripper, steroids, fame, barbed wire, wrestler, redemption"
14772,"Drama, down syndrome, twins"
27991,"Action, Comedy, Thriller, Crime, Romance, prohibition, bootlegger, bootlegging, mansion, gangster, class differences, millionaire, socialite, real estate agent, swindle, business deal"
87894,"Drama, orient, revenge, interracial romance, silent film, dishonor, honor killing, rendezvous, young lovers, difficult choice"
